escala,columna_matriz,variable_original,categoria,referencia_variable,coeficiente,nota
ingreso_nominal,intercepto,intercepto,,,18620.228192261005,Intercepto de OLS no ponderado.
ingreso_nominal,edad,edad,,,55.3850148149194,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,n_trabajos,n_trabajos,,,-232.8482554475678,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,horas_trabajos_total,horas_trabajos_total,,,307.7994679298804,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,tot_integ,tot_integ,,,205.85185350470357,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,menores,menores,,,130.84091071829516,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,p65mas,p65mas,,,-1764.4098083312101,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,sexo_desc__mujer,sexo_desc,Mujer,Hombre,-8145.745029364374,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__doctorado,nivelaprob_desc,Doctorado,Ninguno,51525.88035070048,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__especialidad,nivelaprob_desc,Especialidad,Ninguno,49200.46104638348,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__estudios_tecnicos_o_comerciales,nivelaprob_desc,Estudios técnicos o comerciales,Ninguno,10072.140246279043,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__licenciatura_o_ingenieria_profesional,nivelaprob_desc,Licenciatura o Ingeniería (profesional),Ninguno,19564.780173136096,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__maestria,nivelaprob_desc,Maestría,Ninguno,37995.214800326255,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__normal,nivelaprob_desc,Normal,Ninguno,19508.534588570557,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__preescolar_o_kinder,nivelaprob_desc,Preescolar o kínder,Ninguno,3793.759692479808,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__preparatoria_o_bachillerato,nivelaprob_desc,Preparatoria o bachillerato,Ninguno,8547.187397943926,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__primaria,nivelaprob_desc,Primaria,Ninguno,1789.7349078743946,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,nivelaprob_desc__secundaria,nivelaprob_desc,Secundaria,Ninguno,5855.252324581711,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,region_banxico__centro_norte,region_banxico,Centro Norte,Centro,2281.560959465075,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,region_banxico__norte,region_banxico,Norte,Centro,7444.531961906257,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,region_banxico__sur,region_banxico,Sur,Centro,-2914.8608837102565,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,tam_loc_desc__localidades_con_15_000_a_99_999_habitantes,tam_loc_desc,Localidades con 15 000 a 99 999 habitantes,Localidades con 100 000 y más habitantes,-2464.6322692196045,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,tam_loc_desc__localidades_con_2_500_a_14_999_habitantes,tam_loc_desc,Localidades con 2 500 a 14 999 habitantes,Localidades con 100 000 y más habitantes,-3522.77493483326,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,tam_loc_desc__localidades_con_menos_de_2_500_habitantes,tam_loc_desc,Localidades con menos de 2 500 habitantes,Localidades con 100 000 y más habitantes,-3822.236001154266,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__abuelo_a,parentesco_desc,Abuelo(a),Jefe(a),-11251.981773787582,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__ahijado_a,parentesco_desc,Ahijado(a),Jefe(a),-966.4995942464666,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__bisabuelo_a,parentesco_desc,Bisabuelo(a),Jefe(a),12177.477822125613,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__bisnieto_a,parentesco_desc,Bisnieto(a),Jefe(a),-8175.69092510605,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__compadre_comadre,parentesco_desc,"Compadre, comadre",Jefe(a),-18845.287527988236,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__concubino_a,parentesco_desc,Concubino(a),Jefe(a),-1087.1154072712307,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__concuno_a,parentesco_desc,Concuño(a),Jefe(a),-6124.500683237915,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__consuegro_a,parentesco_desc,Consuegro(a),Jefe(a),-9422.929019618949,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__cunado_a,parentesco_desc,Cuñado(a),Jefe(a),-9457.111332242079,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__esposo_a_companero_a_conyuge_pareja_marido_mujer_senor_a_consorte,parentesco_desc,"Esposo(a), compañero(a), cónyuge, pareja, marido, mujer, señor(a), consorte",Jefe(a),-3565.3886361463483,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__familiar_otro_parentesco,parentesco_desc,"Familiar, otro parentesco",Jefe(a),-9433.647740161232,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__hermano_a,parentesco_desc,Hermano(a),Jefe(a),-8358.487535006114,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__hijastro_a_entenado_a,parentesco_desc,"Hijastro(a), entenado(a)",Jefe(a),-11202.57878147158,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__hijo_a_adoptivo_a,parentesco_desc,Hijo(a) adoptivo(a),Jefe(a),-21716.49138788194,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,parentesco_desc,"Hijo(a), hijo(a) consanguíneo, hijo(a) reconocido",Jefe(a),-8796.115879911842,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__madre_padre,parentesco_desc,"Madre, padre",Jefe(a),1422.9901706874516,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
ingreso_nominal,parentesco_desc__medio_a_hermano_a,parentesco_desc,Medio(a) hermano(a),Jefe(a),-12013.553602627411,Coeficiente en unidades de la escala indicada; no interpretar como inferencia poblacional.
